Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Classification Level,Name Category,Species Code,Element Code,Class (English),Kingdom,Phylum,Class,Order,Family,Ecosystem Group,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Provincial FRPA,Prov Wildlife Act,COSEWIC,COSEWIC Comments,SARA,SARA Comments,General Status Canada,Migratory Bird Convention Act,GOERT,CITES,Land Use Objectives,Origin,Presence,Breeding Bird,Endemic,CDC Maps,Mapping Comment,BGC,ENV Regional Boundaries,Ecosections,Regional Districts,Municipalities,"Habitats
(Type / Subtype / Dependence)"
Gasterosteus sp. 17,NA,Vananda Creek Benthic Stickleback,NA,Species,Vertebrate Animal,F-GASP-17,AFCPA03190,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,G1,Nov-18,S1,Mar-18,Mar-00,Red,Y (May 2004),NA,E (Dec 2023),NA,1-E (Jun 2003),NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CDF,1- Vancouver Island; 2- Lower Mainland,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,Lakes / Lake / Obligate
Gasterosteus sp. 18,NA,"Misty Lake ""Lake"" Stickleback",NA,Species,Vertebrate Animal,F-GASP-18,AFCPA03200,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,G1,Nov-18,S1,Mar-18,Mar-04,Red,NA,NA,E (Dec 2023),NA,1-E (Feb 2010),NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CWH,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 5- Cariboo; 6- Skeena,Bulkley Basin; Bulkley Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Dixon Entrance; Eastern Pacific Ranges; Fraser River Basin; Georgia Lowland; Hecate Lowland; Hecate Strait; Juan de Fuca Strait; Johnstone Strait; Kimsquit Mountains; Kitimat Ranges; Leeward Island Mountains; Meziadin Mountains; Nanaimo Lowland; Nass Mountains; Nazko Upland; North Coast Fjords; Nechako Upland; Northern Island Mountains; Northern Pacific Ranges; Nahwitti Lowland; Outer Fjordland; Pavilion Ranges; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Southern Boundary Ranges; Southern Chilcotin Ranges; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Windward Island Mountains,Capital Regional District; Central Coast Regional District; Cariboo Regional District; Cowichan Valley Regional District; North Coast Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Port Alberni; Tofino; Ucluelet; Alert Bay; Port Alice; Port Hardy; Port McNeill; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Stewart; Port Edward; Prince Rupert,NA
Gasterosteus sp. 19,NA,"Misty Lake ""Stream"" Stickleback",NA,Species,Vertebrate Animal,F-GASP-19,AFCPA03210,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,G1,Nov-18,S1,Mar-18,Mar-04,Red,NA,NA,E (Dec 2023),NA,1-E (Feb 2010),NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CWH,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 5- Cariboo; 6- Skeena,Bulkley Basin; Bulkley Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Dixon Entrance; Eastern Pacific Ranges; Fraser River Basin; Georgia Lowland; Hecate Lowland; Hecate Strait; Juan de Fuca Strait; Johnstone Strait; Kimsquit Mountains; Kitimat Ranges; Leeward Island Mountains; Meziadin Mountains; Nanaimo Lowland; Nass Mountains; Nazko Upland; North Coast Fjords; Nechako Upland; Northern Island Mountains; Northern Pacific Ranges; Nahwitti Lowland; Outer Fjordland; Pavilion Ranges; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Southern Boundary Ranges; Southern Chilcotin Ranges; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Windward Island Mountains,Capital Regional District; Central Coast Regional District; Cariboo Regional District; Cowichan Valley Regional District; North Coast Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Port Alberni; Tofino; Ucluelet; Alert Bay; Port Alice; Port Hardy; Port McNeill; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Stewart; Port Edward; Prince Rupert,NA
Gasterosteus sp. 2,NA,Enos Lake Limnetic Stickleback,NA,Species,Vertebrate Animal,F-GASP-02,AFCPA03040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,GX,Jul-19,SX,Mar-18,Mar-18,Red,NA,NA,X (Dec 2023),NA,1-E (Jan 2005),NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CDF,1- Vancouver Island; 2- Lower Mainland,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Leeward Island Mountains; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Windward Island Mountains,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Colwood; Esquimalt; Highlands; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal; Cumberland; Comox; Courtenay; Duncan; Ladysmith; Lake Cowichan; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,NA
Gasterosteus sp. 3,NA,Enos Lake Benthic Stickleback,NA,Species,Vertebrate Animal,F-GASP-03,AFCPA03050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,GX,Nov-19,SX,Apr-18,Apr-18,Red,NA,NA,X (Dec 2023),NA,1-E (Jan 2005),NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CDF,1- Vancouver Island; 2- Lower Mainland,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Leeward Island Mountains; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Windward Island Mountains,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Colwood; Esquimalt; Highlands; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal; Cumberland; Comox; Courtenay; Duncan; Ladysmith; Lake Cowichan; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,NA
Gasterosteus sp. 4,NA,Paxton Lake Limnetic Stickleback,NA,Species,Vertebrate Animal,F-GASP-04,AFCPA03060,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,G1,Nov-18,S1,Mar-18,Jan-92,Red,NA,NA,E (Dec 2023),NA,1-E (Jun 2003),NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CDF,1- Vancouver Island; 2- Lower Mainland,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,NA
Gasterosteus sp. 5,NA,Paxton Lake Benthic Stickleback,NA,Species,Vertebrate Animal,F-GASP-05,AFCPA03070,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,G1,Feb-16,S1,Mar-18,Jan-92,Red,NA,NA,E (Dec 2023),NA,1-E (Jun 2003),NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CDF,1- Vancouver Island; 2- Lower Mainland,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,NA
Genyonemus lineatus,NA,White Croaker,NA,Species,Vertebrate Animal,F-GELI,AFCQH13010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Sciaenidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Gibbonsia metzi,NA,Striped Kelpfish,NA,Species,Vertebrate Animal,F-GIME,AFCQQ08030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Clinidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Gibbonsia montereyensis,NA,Crevice Kelpfish,NA,Species,Vertebrate Animal,F-GIMO,AFCQQ08040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Clinidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Glyptocephalus zachirus,Errex zachirus,Rex Sole,NA,Species,Vertebrate Animal,F-GLZA,AFCTB21010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Gobiesox maeandricus,NA,Northern Clingfish,NA,Species,Vertebrate Animal,F-GOMA,AFCXA02020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Gobiesocidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Gymnocanthus galeatus,NA,Armorhead Sculpin,NA,Species,Vertebrate Animal,F-GYGA,AFC4E19020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Gyrinomimus grahami,Gyrinomimus sp. 1,Flabby Whalefish,NA,Species,Vertebrate Animal,F-GYSP,AFC9B01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Cetomimidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Halargyreus johnsonii,NA,Slender Codling,NA,Species,Vertebrate Animal,F-HAJO,AFCMH04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gadiformes,Moridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hemilepidotus hemilepidotus,NA,Red Irish Lord,NA,Species,Vertebrate Animal,F-HEHE,AFC4E31010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hemilepidotus spinosus,NA,Brown Irish Lord,NA,Species,Vertebrate Animal,F-HESP,AFC4E31040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hemitripterus bolini,NA,Bigmouth Sculpin,NA,Species,Vertebrate Animal,F-HEBO,AFC4E20020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Heterostichus rostratus,NA,Giant Kelpfish,NA,Species,Vertebrate Animal,F-HERO,AFCQQ10010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Clinidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hexagrammos decagrammus,NA,Kelp Greenling,NA,Species,Vertebrate Animal,F-HEDE,AFC4D01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hexagrammos lagocephalus,NA,Rock Greenling,NA,Species,Vertebrate Animal,F-HELA,AFC4D01020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hexagrammos octogrammus,NA,Masked Greenling,NA,Species,Vertebrate Animal,F-HEOC,AFC4D01030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hexagrammos stelleri,NA,Whitespotted Greenling,NA,Species,Vertebrate Animal,F-HEST,AFC4D01040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hexanchus griseus,NA,Bluntnose Sixgill Shark,NA,Species,Vertebrate Animal,F-HEGR,AFDBB01010,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Hexanchiformes,Hexanchidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,SC (Apr 2007),NA,1-SC (Mar 2009),NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hiodon alosoides,NA,Goldeye,NA,Species,Vertebrate Animal,F-HIAL,AFCGA01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Hiodontiformes,Hiodontidae,NA,G5,Dec-17,S3,May-19,Mar-04,Blue,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,BWBS,6- Skeena; 7- Omineca; 9- Peace,Cassiar Ranges; Clear Hills; Eastern Muskwa Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Front Ranges; Finlay River Trench; Hart Foothills; Halfway Plateau; Hyland Plateau; Kechika Mountains; Kiskatinaw Plateau; Kechika River Trench; Liard Plain; Maxhamish Upland; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Northern Hart Ranges; Northern Omineca Mountains; Northern Park Ranges; Northern Skeena Mountains; Parsnip Trench; Peace Foothills; Peace Lowland; Petitot Plain; Rabbit Plateau; Southern Boreal Plateau; Sikanni Chief Upland; Southern Hart Ranges; Simpson Upland; Stikine Highland; Stikine Plateau; Trout Lake Plain; Tuya Range; Western Muskwa Ranges,Peace River Regional District; Regional District of Fraser-Fort George; Regional District of Kitimat-Stikine; Stikine Region (Unincorporated),NRRM; Tumbler Ridge; Chetwynd; Dawson Creek; Fort St John; Hudson's Hope; Pouce Coupe; Taylor,NA
Hippoglossoides elassodon,NA,Flathead Sole,NA,Species,Vertebrate Animal,F-HIEL,AFCTB06010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hippoglossus stenolepis,NA,Pacific Halibut,NA,Species,Vertebrate Animal,F-HIST,AFCTB07020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Holtbyrnia latifrons,NA,Teardrop Tubeshoulder,NA,Species,Vertebrate Animal,F-HOLA,AFCHK01020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Argentiniformes,Platytroctidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hybognathus hankinsoni,NA,Brassy Minnow,NA,Species,Vertebrate Animal,F-HYHA,AFCJB16020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5,Aug-15,S4,Aug-11,Jan-04,No Status,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hybognathus hankinsoni - Pacific group,Hybognathus hankinsoni pop. 2,Brassy Minnow - Pacific Group,NA,Population,Vertebrate Animal,F-HYHA-02,AFCJB16022,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5TNRQ,NA,S2S3,Feb-19,Jan-12,Blue,NA,NA,SC (May 2022),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CDFmm; CWHdm; CWHxm,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 8- Okanagan,Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Pacific Ranges; Nanaimo Lowland; Northwestern Cascade Ranges; Outer Fjordland; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,NA
Hybognathus hankinsoni - western Arctic group,Hybognathus hankinsoni pop. 1,Brassy Minnow - Western Arctic Group,NA,Population,Vertebrate Animal,F-HYHA-01,AFCJB16021,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5TNRQ,NA,S3S4,Jan-12,Jan-12,Blue,NA,NA,SC (May 2022),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA
Hydrolagus colliei,NA,Spotted Ratfish,NA,Species,Vertebrate Animal,F-HYCO,AFDAA01010,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Chimaeriformes,Chimaeridae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hyperprosopon argenteum,NA,Walleye Surfperch,NA,Species,Vertebrate Animal,F-HYAR,AFCQK06020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hyperprosopon ellipticum,NA,Silver Surfperch,NA,Species,Vertebrate Animal,F-HYEL,AFCQK06030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hypomesus pretiosus,NA,Surf Smelt,NA,Species,Vertebrate Animal,F-HYPR,AFCHB01030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,G5,Sep-96,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hypsagonus mozinoi,NA,Kelp Poacher,NA,Species,Vertebrate Animal,F-HYMO,AFC4F01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Hypsagonus quadricornis,NA,Fourhorn Poacher,NA,Species,Vertebrate Animal,F-HYQU,AFC4F08010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Icelinus borealis,NA,Northern Sculpin,NA,Species,Vertebrate Animal,F-ICBO,AFC4E32010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Icelinus burchami,NA,Dusky Sculpin,NA,Species,Vertebrate Animal,F-ICBU,AFC4E32020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Icelinus filamentosus,NA,Threadfin Sculpin,NA,Species,Vertebrate Animal,F-ICFI,AFC4E32040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Icelinus fimbriatus,NA,Fringed Sculpin,NA,Species,Vertebrate Animal,F-ICFM,AFC4E32050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Icelinus tenuis,NA,Spotfin Sculpin,NA,Species,Vertebrate Animal,F-ICTE,AFC4E32080,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
