Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Neoscopelus macrolepidotus,,Glowingfish,,F-NEMA,AFCVJ01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Neoscopelidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Nezumia stelgidolepis,,California Grenadier,,F-NEST,AFCMC02030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Macrouridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Notacanthus chemnitzii,,Largescale Tapirfish,,F-NOCH,AFCUA01010,G5,24-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Albuliformes,Notacanthidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Notorynchus cepedianus,,Broadnose Sevengill Shark,,F-NOCE,AFDBB02010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Hexanchiformes,Hexanchidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Notoscopelus japonicus,,Spiny Lanternfish,,F-NOJA,AFCVH05040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Notropis atherinoides,,Emerald Shiner,,F-NOAT,AFCJB28120,G5,18-Aug-15,SU,15-May-19,10-May-10, , ,Unknown, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DCK;DCS;DFN;DPC,9,PRRD;NRRD, ,BWBS,,Native,Regularly occurring,, ,N,Y,
Notropis hudsonius,,Spottail Shiner,,F-NOHU,AFCJB28550,G5,18-Aug-15,S1S2,15-May-19,10-May-10, , ,Red, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DFN;DPC,9,PRRD;NRRD,Northern Rockies;Taylor,BWBS,,Native,Regularly occurring,, ,N,Y,
Odontopyxis trispinosa,,Pygmy Poacher,,F-ODTR,AFC4F10010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oligocottus maculosus,,Tidepool Sculpin,,F-OLMA,AFC4E06010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oligocottus rimensis,,Saddleback Sculpin,,F-OLRI,AFC4E06020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oligocottus snyderi,,Fluffy Sculpin,,F-OLSN,AFC4E06040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus clarkii,,Cutthroat Trout,,F-ONCL,AFCHA02080,G5,28-Dec-17,S4,06-Mar-00,06-Mar-00, , ,No Status, ,, ,,,,,ssp. lewisi is SC on SARA schedule 1,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCC;DCK;DCO;DCR;DCS;DHW;DJA;DKA;DKL;DKM;DMH;DNC;DND;DNI;DOS;DPC;DPG;DQC;DRM;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD, ,BWBS;CDF;CWH;ESSF;ICH;IDF;MS;SBS,,Native,Regularly occurring,, ,N,N,
Oncorhynchus clarkii clarkii,,"Cutthroat Trout, Clarkii Subspecies",,F-ONCL-CL,AFCHA0208A,G5T4,10-Nov-97,S3S4,12-Jan-04,06-Mar-00, , ,Blue, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Subspecies,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCK;DCR;DKM;DNC;DNI;DOS;DQC;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;8,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CSRD;MWRD;CCRD;SQCRD;KSRD;BNRD;PRRD;SKRD;OSRD;FVRD,Delta;Telkwa;Ucluelet;Tofino;Lake Cowichan;Sayward;Victoria;Hope;Massett;Harrison Hot Springs;Pemberton;Anmore;Port Moody;Highlands;Cumberland;Terrace;Chase;Langford;Hazelton;New Hazelton;Houston;Richmond;Port Hardy;Alert Bay;Port McNeill;Port Alice;Kent;Kaslo;Zeballos;Tahsis;Lions Bay;Gibsons;Mission;Granisle;Sooke;Bowen Island;Central Saanich;Langley (City);Lantzville;Queen Charlotte (Village);Sechelt (Indian Government);Pitt Meadows;Port Coquitlam;Chilliwack;Oak Bay;Qualicum Beach;Langley (District);Abbotsford;Surrey;White Rock;View Royal;Comox;Colwood;Squamish;North Saanich;Sidney;Kamloops;Metchosin;Vancouver;Parksville;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;Esquimalt;North Cowichan;Port Alberni;New Westminster;Saanich;Port Clements;Princeton;Ladysmith;Nanaimo;Prince Rupert;Duncan;Coquitlam;West Vancouver;Keremeos;Merritt;Port Edward;Maple Ridge;Smithers;Belcarra;Kitimat;Logan Lake;Gold River,BWBS;CDF;CWH;ICH;SBS,,Native,Regularly occurring,, ,N,N,Currently the CDC is not mapping this subspecies as it is quite wide spread.
Oncorhynchus clarkii lewisi,,"Cutthroat Trout, Lewisi Subspecies",Westslope Cutthroat Trout,F-ONCL-LE,AFCHA02088,G5T4,31-May-13,S2S3,29-Mar-18,29-Apr-18,SC (Nov 2016), ,Blue,Y (Jun 2006),, ,,,,1-SC (Feb 2010),, ,,Vertebrate Animal,ray-finned fishes,Subspecies,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCO;DFN;DHW;DKL;DPC;DRM,3;4;7;8;9,EKRD;CKRD;TNRD;NORD;CSRD;KBRD;FFRD;PRRD;FVRD,Castlegar;Cranbrook;Invermere;Radium Hot Springs;Greenwood;Nakusp;Slocan;Chetwynd;New Denver;Silverton;Kaslo;Salmo;Creston;Fruitvale;Grand Forks;Elkford;Canal Flats;Revelstoke;Salmon Arm;Kimberley;Golden;Trail;Midway;Sicamous;Rossland;Montrose;Warfield;Tumbler Ridge;Sparwood;Fernie;Nelson,BWBS;ESSF;ICH;IDF;MS;SBS,,Native,Regularly occurring,, ,N,W,Currently the CDC is not mapping this subspecies as it is quite wide spread.
Oncorhynchus gorbuscha,,Pink Salmon,,F-ONGO,AFCHA02010,G5,10-May-16,S5,,, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,1;2;3;5;6;7, , ,BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;PP;SBS,,Native,Regularly occurring,, ,N,N,
Oncorhynchus keta,,Chum Salmon,,F-ONKE,AFCHA02020,G5,10-May-16,S5,,, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,1;2;3;5;6;9, , ,BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;PP;SBS,,Native,Regularly occurring,, ,N,N,
Oncorhynchus kisutch,,Coho Salmon,,F-ONKI,AFCHA02030,G5,28-Dec-17,S4,06-Mar-00,06-Mar-00, ,Interior Fraser population (see pop. 7) is listed as threatened.†,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DCC;DCH;DCK;DCR;DCS;DHW;DJA;DKM;DNC;DNI;DPG;DQC;DQU;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;5;6;7,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;TNRD;CBRD;MWRD;CCRD;SQCRD;KSRD;BNRD;FFRD;SKRD;FVRD, ,BAFA;BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Oncorhynchus kisutch pop. 7,,Coho Salmon (Interior Fraser Population),,F-ONKI-07,AFCHA02037,G5TNR,,SNR,12-Dec-16,12-Dec-16,T (Nov 2016), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,,N,
Oncorhynchus mykiss,,Rainbow Trout/Steelhead,,F-ONMY,AFCHA02090,G5,10-May-16,S5,12-Jan-04,06-Mar-00, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,1;2;3;4;5;6;7;8;9, , ,BAFA;BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Oncorhynchus mykiss - large lake piscivore ecotype,Oncorhynchus mykiss pop. 40,Rainbow Trout - Large Lake Piscivore Ecotype,,F-ONMY-40,AFCHA0213F,G5TNR,,S4,25-Aug-11,02-Jan-12, , ,Yellow, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,Y,N,
Oncorhynchus mykiss pop. 46,,Steelhead Trout - Thompson River Population,,F-ONMY-46,AFCHA0213M,G5TNR,,S1,29-Apr-19,15-May-19,E (Jan 2018),Emergency Listing,Red, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,Y,Y,
Oncorhynchus mykiss pop. 47,,Steelhead Trout - Chilcotin River Population,,F-ONMY-47,AFCHA0213N,G5TNR,,S1,29-Apr-19,15-May-19,E (Jan 2018),Emergency Listing,Red, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,Y,Y,
Oncorhynchus nerka,,Sockeye Salmon,,F-ONNE,AFCHA02040,G5,28-Dec-17,S4,06-Mar-00,06-Mar-00, ,Sakinaw Lake (assessed 2016-04-30) and Cultus Lake (assessed 2003-05-01) Populations are listed as Endangered by COSEWIC.,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,1;2;3;4;5;6;7;8, , ,BAFA;BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 10,,Sockeye Salmon - Bowron-ES Population,,F-ONNE-10,AFCHA0204B,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 11,,Sockeye Salmon - Chilliwack-ES Population,,F-ONNE-11,AFCHA0204C,G5TNR,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 12,,Sockeye Salmon - Francois-Fraser-S Population,,F-ONNE-12,AFCHA0204D,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 13,,Sockeye Salmon - Nadina-Francois-ES Population,,F-ONNE-13,AFCHA0204E,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 14,,Sockeye Salmon - Harrison (D/S)-L Population,,F-ONNE-14,AFCHA0204F,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 15,,Sockeye Salmon - Harrison (U/S)-L Population,,F-ONNE-15,AFCHA0204G,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 16,,Sockeye Salmon - Kamloops-ES Population,,F-ONNE-16,AFCHA0204H,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 17,,Sockeye Salmon - Lillooet-Harrison-L Population,,F-ONNE-17,AFCHA0204J,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 18,,Sockeye Salmon - Nahatlatch-ES Population,,F-ONNE-18,AFCHA0204K,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 19,,Sockeye Salmon - North Barriere-ES Population,,F-ONNE-19,AFCHA0204L,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 20,,Sockeye Salmon - Pitt-ES Population,,F-ONNE-20,AFCHA0204M,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 21,,Sockeye Salmon - Quesnel-S Population,,F-ONNE-21,AFCHA0204N,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 22,,Sockeye Salmon - Seton-L Population,,F-ONNE-22,AFCHA0204P,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 23,,Sockeye Salmon - Shuswap Complex-L Population,,F-ONNE-23,AFCHA0204Q,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 24,,Sockeye Salmon - Shuswap-ES Population,,F-ONNE-24,AFCHA0204R,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 25,,Sockeye Salmon - Takla-Trembleur-EStu Population,,F-ONNE-25,AFCHA0204S,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 26,,Sockeye Salmon - Takla-Trembleur-Stuart-S Population,,F-ONNE-26,AFCHA0204T,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 27,,Sockeye Salmon - Taseko-ES Population,,F-ONNE-27,AFCHA0204U,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 28,,Sockeye Salmon - Harrison River (River-Type) Population,,F-ONNE-28,AFCHA0204V,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 29,,Sockeye Salmon - Widgeon (River-Type) Population,,F-ONNE-29,AFCHA0204W,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 30,,Sockeye Salmon - Chilko-ES Population,,F-ONNE-30,AFCHA0204X,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 31,,Sockeye Salmon - Chilko-S Population,,F-ONNE-31,AFCHA0204Y,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus nerka pop. 7,,Sockeye Salmon - Cultus Lake Population,,F-ONNE-07,AFCHA02048,G5T1Q,06-May-05,SNR,,,E (Dec 2017), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,, ,
Oncorhynchus nerka pop. 8,,Sockeye Salmon - Sakinaw Lake Population,,F-ONNE-08,AFCHA02049,G5T1Q,06-May-05,SNR,,,E (Apr 2016), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,, ,
Oncorhynchus nerka pop. 9,,Sockeye Salmon - Anderson-Seton-ES Population,,F-ONNE-09,AFCHA0204A,G5TNRQ,,SNR,15-Apr-19,15-Apr-19, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oncorhynchus tshawytscha,,Chinook Salmon,,F-ONTS,AFCHA02050,G5,28-Dec-17,S4,,,E/T/SC (Dec 2018),"See COSEWIC website for status of each of the 16 populations.(DW - December 3, 2018).",Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,1;2;3;4;5;6;7;8;9, , ,BAFA;BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Oneirodes bulbosus,,Bulbous Dreamer,,F-ONBU,AFCYH02010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Lophiiformes,Oneirodidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oneirodes thompsoni,,Alaska Dreamer,,F-ONTH,AFCYH02020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Lophiiformes,Oneirodidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Ophiodon elongatus,,Lingcod,,F-OPEL,AFC4D02010,G5,24-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Opostomias mitsuii,,Pitgum Lanternfish,,F-OPMI,AFC7B07010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stomiiformes,Stomiidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Osmerus dentex,,Rainbow Smelt,,F-OSDE,AFCHB02040,GNR,,SU,15-May-19,20-Jan-03, , ,Unknown, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae, ,1;5;6, , ,BWBS;MS;SBS,,Native,Regularly occurring,, ,N,N,
Osteodiscus cascadiae,,Bigtail Snailfish,,F-OSCA,AFC4G22010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Oxylebius pictus,,Painted Greenling,,F-OXPI,AFC4D03010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pachycara bulbiceps,,Abyssal Eelpout,,F-PABU,AFCMG03010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pachycara gymninium,,Nakedneck Eelpout,,F-PAGY,AFCMG03020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pachycara lepinium,,Scalyneck Eelpout,,F-PALE,AFCMG03030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pallasina barbata,,Tubenose Poacher,,F-PABA,AFC4F11010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Paraliparis cephalus,,Swellhead Snailfish,,F-PACE,AFC4G15040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Paraliparis deani,,Prickly Snailfish,,F-PADE,AFC4G15010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Paraliparis latifrons,,Bigpored Snailfish,,F-PALA,AFC4G15050,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Paraliparis melanobranchus,,Phantom Snailfish,,F-PAME,AFC4G15080,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Paraliparis paucidens,,Toothless Snailfish,,F-PAPA,AFC4G15060,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Paraliparis rosaceus,,Pink Snailfish,,F-PARO,AFC4G15070,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
